"Campus","StudyField","Branch","Role","EduLevel","ProgLang","Databases","Platform","WebFramework","Industry","AISearch","AITool","Employment"
"durban campus","Computer Science","I am learning to code","Data or business analyst","Associate degree (A.A., A.S., etc.)","Apex;Assembly;C#;Dart;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;Visual Basic (.Net)","BigQuery;Cassandra;Clickhouse;Cloud Firestore;Cockroachdb;Cosmos DB;Couch DB;Couchbase;Datomic;DuckDB;Dynamodb;Elasticsearch;Firebase Realtime Database;Firebird;H2;IBM DB2;InfluxDB;MariaDB;Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;Neo4J;Oracle;PostgreSQL;RavenDB;Redis;Snowflake;Solr;SQLite;Supabase;TiDB","Amazon Web Services (AWS);Cloudflare;Colocation;Digital Ocean;Firebase;Fly.io;Google Cloud;Heroku;Hetzner;IBM Cloud Or Watson;Linode, now Akamai;Managed Hosting;Microsoft Azure;Netlify;OpenShift;OpenStack;Oracle Cloud Infrastructure (OCI);OVH;Render;Scaleway;Vercel;VMware;Vultr","Angular;AngularJS;ASP.NET;ASP.NET CORE;Blazor;CodeIgniter;Deno;Django;Drupal;Elm;Express;FastAPI;Fastify;Flask;Gatsby;jQuery;Laravel;Lit;NestJS;Next.js;Node.js;Nuxt.js;Phoenix;Play Framework;Qwik;React;Remix;Ruby on Rails;Solid.js;Spring Boot;Svelte;Symfony;Vue.js;WordPress","Manufacturing, Transportation, or Supply Chain","Andi;Bing AI;ChatGPT;Google Bard AI;Metaphor;Neeva AI;Perplexity AI;Phind;Quora Poe;WolframAlpha;You.com","AWS CodeWhisperer;Codeium;Tabnine;Whispr AI","Not employed, but looking for work"
"pretoria campus","Data Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;HTML/CSS;JavaScript;PowerShell;TypeScript","MongoDB;MySQL","Firebase;Microsoft Azure;VMware","Angular;ASP.NET CORE;Express;NestJS;Node.js","Other","ChatGPT","GitHub Copilot;Mintlify","Employed, full-time"
"vanderbijlpark campus","Computer Science","I am a developer by profession","Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);C#;JavaScript;PowerShell;Python","Redis","Microsoft Azure","ASP.NET;ASP.NET CORE;React","Legal Services","WolframAlpha","Adrenaline;GitHub Copilot;Rubber Duck.AI","Employed, full-time"
"bloemfontein campus","IT","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);HTML/CSS;JavaScript;Python","MongoDB;PostgreSQL","Amazon Web Services (AWS)","Express;FastAPI;Node.js","Other","Bing AI;ChatGPT;Phind","GitHub Copilot;Replit Ghostwriter;Rubber Duck.AI;Tabnine","Employed, full-time"
"nelson mandela bay campus","Data Science","I am a developer by profession","Developer, full-stack","Associate degree (A.A., A.S., etc.)","Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL","MariaDB;MongoDB;MySQL;PostgreSQL;Redis","Amazon Web Services (AWS);Google Cloud;Microsoft Azure;VMware","Django;Express;jQuery;Laravel;NestJS;Node.js;Nuxt.js","Other","Bing AI;ChatGPT","Rubber Duck.AI;Tabnine","Employed, full-time"
"nelson mandela bay campus","IT","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;C++;HTML/CSS;Java;JavaScript;Lua;PHP;PowerShell;Python;SQL;TypeScript","Microsoft SQL Server","Google Cloud","Angular;ASP.NET;ASP.NET CORE;Blazor;Node.js;Vue.js;WordPress","Insurance","ChatGPT;Perplexity AI","GitHub Copilot;Replit Ghostwriter;Tabnine","Employed, full-time"
"nelson mandela bay campus","Computer Science","I am a developer by profession","Student","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Go;JavaScript;Python;TypeScript","MariaDB;MongoDB;MySQL;Redis","Amazon Web Services (AWS);Cloudflare","Angular;Deno;Express;NestJS;Node.js","Oil & Gas","Bing AI;ChatGPT","Adrenaline;AWS CodeWhisperer;Codeium;Mintlify;Rubber Duck.AI;Synk Code;Tabnine","Student, full-time;Employed, part-time"
"vanderbijlpark campus","Data Science","I am a developer by profession","Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript","PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Heroku","Angular;Django;FastAPI;React;Svelte","Other","ChatGPT","GitHub Copilot;Replit Ghostwriter;Whispr AI","Employed, full-time"
"nelson mandela bay campus","IT","I am a developer by profession","Developer, front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","JavaScript;TypeScript","MySQL;PostgreSQL;Supabase","Amazon Web Services (AWS);Firebase","Deno;Next.js;Node.js;React;Svelte","Healthcare","Bing AI;ChatGPT;WolframAlpha","GitHub Copilot;Synk Code;Whispr AI","Employed, full-time"
"pretoria campus","IT","I am a developer by profession","Engineering manager","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C#;JavaScript;SQL;TypeScript","Microsoft SQL Server","Microsoft Azure","ASP.NET;ASP.NET CORE;Blazor;Next.js;React","Higher Education","ChatGPT","AWS CodeWhisperer;Codeium;GitHub Copilot;Mintlify;Replit Ghostwriter;Tabnine;Whispr AI","Employed, full-time"
"nelson mandela bay campus","Computer Science","I am a developer by profession","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript","Cosmos DB;Microsoft SQL Server;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Microsoft Azure","Angular;ASP.NET;ASP.NET CORE;Blazor;jQuery","Healthcare","ChatGPT;WolframAlpha","GitHub Copilot;Replit Ghostwriter;Tabnine","Employed, full-time"
"pretoria campus","Data Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","JavaScript;Python;SQL","Elasticsearch;MySQL;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS)","Express;FastAPI;Flask;Node.js;React","Information Services, IT, Software Development, or other Technology","ChatGPT","Adrenaline;Synk Code;Whispr AI","Employed, full-time"
"pretoria campus","IT","I am a developer by profession","Developer, full-stack","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;Kotlin;Objective-C;PowerShell;Python;SQL;Swift","BigQuery;Cloud Firestore;Cosmos DB;Firebase Realtime Database;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Redis;SQLite","Amazon Web Services (AWS);Cloudflare;Firebase;Google Cloud;Microsoft Azure;VMware","ASP.NET;ASP.NET CORE;jQuery;Node.js;WordPress","Manufacturing, Transportation, or Supply Chain","Bing AI;ChatGPT;Google Bard AI;WolframAlpha","Adrenaline","Employed, full-time"
"pretoria campus","Data Science","I am a developer by profession","Developer, full-stack","Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Bash/Shell (all shells);C#;HTML/CSS;JavaScript;TypeScript","Microsoft SQL Server;MongoDB;Oracle;Redis","Amazon Web Services (AWS);Microsoft Azure","Angular;ASP.NET CORE;Blazor;jQuery;Node.js;React","Insurance","Bing AI;ChatGPT","Adrenaline;GitHub Copilot","Employed, full-time"
"vanderbijlpark campus","Data Science","I am a developer by profession","Database administrator","Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Bash/Shell (all shells);HTML/CSS;JavaScript;Perl;PHP;Python;SQL","Microsoft SQL Server;MySQL;Oracle;PostgreSQL;Snowflake","Amazon Web Services (AWS);Microsoft Azure;Oracle Cloud Infrastructure (OCI)","jQuery;Spring Boot;WordPress","Insurance","ChatGPT","Rubber Duck.AI;Tabnine","Employed, full-time"
"pretoria campus","IT","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;HTML/CSS;JavaScript;PowerShell;SQL;VBA","Microsoft SQL Server;MongoDB;PostgreSQL;SQLite","Google Cloud;Microsoft Azure","AngularJS;ASP.NET;ASP.NET CORE;Express;jQuery;Next.js;Node.js;React","Oil & Gas","ChatGPT","AWS CodeWhisperer;Codeium;Tabnine;Whispr AI","Employed, full-time;Independent contractor, freelancer, or self-employed"
"durban campus","IT","I am a developer by profession","Student","Some college/university study without earning a degree","Bash/Shell (all shells);C;C++;Java;PHP;Python;R;SQL","MariaDB;Microsoft SQL Server;PostgreSQL;Redis;SQLite","Microsoft Azure","FastAPI;Flask;Laravel","Manufacturing, Transportation, or Supply Chain","ChatGPT;WolframAlpha","GitHub Copilot;Replit Ghostwriter;Tabnine","Student, full-time;Employed, part-time"
"pretoria campus","Data Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;Java;JavaScript;Python;SQL;TypeScript","IBM DB2;Oracle;PostgreSQL","Digital Ocean","Spring Boot;Vue.js","Healthcare","ChatGPT","GitHub Copilot;Replit Ghostwriter;Tabnine","Employed, full-time"
"pretoria campus","Data Science","I am a developer by profession","Developer, back-end","Something else","Assembly;Bash/Shell (all shells);C;C++;Delphi;Fortran;Go;HTML/CSS;Java;JavaScript;Lisp;Perl;PHP;Prolog;Python;SQL","MariaDB;MySQL;Oracle;PostgreSQL;SQLite","Amazon Web Services (AWS);Heroku;Hetzner;IBM Cloud Or Watson;Managed Hosting","Django;Flask","Wholesale","WolframAlpha","Synk Code","Employed, full-time"
"bloemfontein campus","IT","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Dart;Fortran;Go;HTML/CSS;Java;JavaScript;TypeScript","Cloud Firestore;MySQL;PostgreSQL;Supabase","Amazon Web Services (AWS);Digital Ocean;Firebase;Heroku;Netlify;Vercel","Express;Gatsby;jQuery;Next.js;Node.js;React;Remix;WordPress","Information Services, IT, Software Development, or other Technology","ChatGPT","AWS CodeWhisperer;GitHub Copilot","Employed, full-time;Independent contractor, freelancer, or self-employed"
"durban campus","IT","I am a developer by profession","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","HTML/CSS;Java;Kotlin;Lua;Python;SQL","H2;MongoDB;Oracle;PostgreSQL","Amazon Web Services (AWS);Google Cloud;Microsoft Azure;OpenShift","Node.js;React;Spring Boot","Information Services, IT, Software Development, or other Technology","ChatGPT","Adrenaline;AWS CodeWhisperer;Codeium;Mintlify;Rubber Duck.AI;Synk Code;Tabnine","Employed, full-time"
"pretoria campus","Data Science","I am not primarily a developer, but I write code sometimes as part of my work/studies","Cloud infrastructure engineer","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C++;JavaScript;Python;SQL","Cloud Firestore;Firebase Realtime Database;Microsoft SQL Server;MySQL;SQLite;Supabase","Firebase;Google Cloud;Microsoft Azure;Netlify;OpenShift;Vercel;Vultr","AngularJS;Django;Spring Boot","Legal Services","Bing AI;ChatGPT;Neeva AI;Quora Poe","AWS CodeWhisperer;Codeium;GitHub Copilot;Mintlify;Replit Ghostwriter;Tabnine;Whispr AI","Employed, full-time"
"bloemfontein campus","Computer Science","I am a developer by profession","Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell","Microsoft SQL Server;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS)","AngularJS;ASP.NET;ASP.NET CORE;jQuery","Healthcare","ChatGPT","Mintlify;Synk Code","Employed, full-time"
"durban campus","Computer Science","I am a developer by profession","Developer, front-end","Associate degree (A.A., A.S., etc.)","HTML/CSS;JavaScript;PHP","MongoDB;MySQL","Amazon Web Services (AWS)","Angular;Node.js;React","Information Services, IT, Software Development, or other Technology","ChatGPT","AWS CodeWhisperer;Codeium;GitHub Copilot;Tabnine","Employed, full-time"
"bloemfontein campus","Data Science","I am a developer by profession","Developer, mobile","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C;C++;HTML/CSS;Java;JavaScript;Objective-C;PHP;Python;Ruby;SQL;Swift;TypeScript","MariaDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;SQLite","Amazon Web Services (AWS);Digital Ocean;Firebase;Google Cloud;Microsoft Azure;OpenShift;OpenStack;Oracle Cloud Infrastructure (OCI)","jQuery;Next.js;Spring Boot;WordPress","Manufacturing, Transportation, or Supply Chain","ChatGPT","Codeium;Synk Code;Whispr AI","Employed, full-time"
"bloemfontein campus","Data Science","I am a developer by profession","Developer, desktop or enterprise applications","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#","Microsoft SQL Server","Microsoft Azure","ASP.NET;ASP.NET CORE;Django;Express;Node.js","Healthcare","ChatGPT","AWS CodeWhisperer;Replit Ghostwriter;Rubber Duck.AI;Tabnine","Employed, full-time"
"durban campus","IT","I am a developer by profession","Developer, full-stack","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","C#;HTML/CSS;JavaScript;SQL;TypeScript","Cosmos DB;Microsoft SQL Server","Cloudflare;Managed Hosting;Microsoft Azure;Netlify","ASP.NET CORE;Vue.js","Healthcare","ChatGPT","GitHub Copilot;Replit Ghostwriter;Rubber Duck.AI;Tabnine","Independent contractor, freelancer, or self-employed"
"bloemfontein campus","Computer Science","I am a developer by profession","Senior Executive (C-Suite, VP, etc.)","Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Assembly;Bash/Shell (all shells);C;C++;Fortran;HTML/CSS;Lua;MATLAB;Python","Dynamodb;MariaDB","Amazon Web Services (AWS);Google Cloud","React","Retail and Consumer Services","ChatGPT;WolframAlpha","Replit Ghostwriter","Employed, full-time"
"durban campus","Data Science","I am a developer by profession","Engineer, data","Something else","Bash/Shell (all shells);C;C++;Haskell;HTML/CSS;JavaScript;Lua;Python;Rust;SQL","DuckDB;Elasticsearch;Microsoft SQL Server;Neo4J;PostgreSQL;Redis;Solr;SQLite","Amazon Web Services (AWS);Microsoft Azure","Django;Flask;Lit;React","Information Services, IT, Software Development, or other Technology","ChatGPT","GitHub Copilot;Whispr AI","Employed, full-time"
"nelson mandela bay campus","Data Science","I am a developer by profession","Other (please specify):","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Apex;Bash/Shell (all shells);C#;Go;Groovy;HTML/CSS;JavaScript;Python;SQL;TypeScript","Elasticsearch;MariaDB;MongoDB;MySQL;Oracle;PostgreSQL;Redis","Cloudflare;Oracle Cloud Infrastructure (OCI)","Express;jQuery;NestJS;Next.js;Node.js;React","Legal Services","ChatGPT;WolframAlpha","GitHub Copilot;Replit Ghostwriter;Tabnine","Employed, full-time"
"nelson mandela bay campus","Data Science","I am a developer by profession","Developer, embedded applications or devices","Professional degree (JD, MD, Ph.D, Ed.D, etc.)","Assembly;Bash/Shell (all shells);C;Java;JavaScript;MATLAB;PHP;Python;SQL;Visual Basic (.Net)","MariaDB;MongoDB;MySQL;PostgreSQL;Redis","Amazon Web Services (AWS);Digital Ocean;Google Cloud;OVH","Express;jQuery;Laravel;Node.js;React;Symfony;WordPress","Other","ChatGPT;WolframAlpha","AWS CodeWhisperer;Codeium;GitHub Copilot;Mintlify","Employed, full-time"
"nelson mandela bay campus","Computer Science","I am not primarily a developer, but I write code sometimes as part of my work/studies","DevOps specialist","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);Java;JavaScript;Lua;Python","Elasticsearch;MariaDB;Oracle;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Hetzner;Oracle Cloud Infrastructure (OCI)","Express;Spring Boot","Wholesale","ChatGPT","Tabnine;Whispr AI","Employed, full-time"
"durban campus","Data Science","I am a developer by profession","Data scientist or machine learning specialist","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;Python;R;SQL","Cloud Firestore;MongoDB;MySQL;PostgreSQL;SQLite","Amazon Web Services (AWS);Firebase;Google Cloud;Heroku;Microsoft Azure","Django;Express;FastAPI;Flask;jQuery;Node.js;React;Vue.js","Insurance","Bing AI;ChatGPT","AWS CodeWhisperer;GitHub Copilot;Synk Code;Tabnine","Employed, full-time"
"bloemfontein campus","Computer Science","I am a developer by profession","Research & Development role","Some college/university study without earning a degree","C;C#;C++;Dart;Go;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript","BigQuery;Dynamodb;Firebase Realtime Database;H2;Microsoft Access;MySQL;Neo4J;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Cloudflare;Digital Ocean;Firebase;Google Cloud;Heroku;Microsoft Azure;Netlify;Vercel","Angular;AngularJS;CodeIgniter;Django;Express;FastAPI;Fastify;Flask;jQuery;Laravel;NestJS;Next.js;Node.js;Nuxt.js;React;Ruby on Rails;Solid.js;Vue.js;WordPress","Information Services, IT, Software Development, or other Technology","Bing AI;ChatGPT","GitHub Copilot;Tabnine","Employed, full-time"
"vanderbijlpark campus","IT","I am a developer by profession","Cloud infrastructure engineer","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);Go;Python","Couch DB;IBM DB2;MongoDB;PostgreSQL","Amazon Web Services (AWS);Cloudflare;IBM Cloud Or Watson;Microsoft Azure;OpenShift","Flask;Node.js","Financial Services","ChatGPT","GitHub Copilot;Synk Code;Tabnine","Employed, full-time"
"vanderbijlpark campus","Computer Science","I am not primarily a developer, but I write code sometimes as part of my work/studies","Product manager","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C#;HTML/CSS;JavaScript;SQL","Microsoft SQL Server","Cloudflare;Microsoft Azure","ASP.NET;ASP.NET CORE;jQuery;WordPress","Higher Education","Bing AI;ChatGPT","Codeium;Tabnine","Employed, full-time"
"pretoria campus","Computer Science","I am a developer by profession","Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Java;Python;Scala","Cosmos DB;PostgreSQL","Amazon Web Services (AWS);Microsoft Azure","Play Framework;Spring Boot","Oil & Gas","ChatGPT","AWS CodeWhisperer;Replit Ghostwriter","Employed, full-time"
"pretoria campus","Data Science","I am a developer by profession","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C#;JavaScript;Ruby;SQL;TypeScript","Cosmos DB;Elasticsearch;PostgreSQL;Redis;SQLite","Heroku;Microsoft Azure","ASP.NET CORE;Next.js;React;Ruby on Rails;Vue.js","Oil & Gas","ChatGPT","Codeium","Employed, full-time"
